id,stage,record_type,prompt,response,text,source_basis,source_url,quality_score,dataset_version
71,문제 정의,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 관찰 가능한 행동으로 표현하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
72,문제 정의,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 가설과 사실을 구분해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
73,문제 정의,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 고객 인터뷰로 확인하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
74,문제 정의,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 실제 사례를 수집하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
75,문제 정의,피드백형,,,주장은 이해되지만 검증 근거가 약합니다. 한 문장으로 좁혀 쓰세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
76,문제 정의,다음 행동형,,,다음으로 핵심 고객에 관한 실제 사례 세 개를 모으고 고객 인터뷰로 확인하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
77,문제 정의,다음 행동형,,,다음으로 초기 고객에 관한 실제 사례 세 개를 모으고 실제 사례를 수집하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
78,문제 정의,다음 행동형,,,다음으로 반복적으로 불편을 겪는 사용자에 관한 실제 사례 세 개를 모으고 한 문장으로 좁혀 쓰세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
79,문제 정의,다음 행동형,,,다음으로 문제를 가장 강하게 느끼는 사람에 관한 실제 사례 세 개를 모으고 관찰 가능한 행동으로 표현하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
80,문제 정의,다음 행동형,,,다음으로 현재 대안을 사용 중인 고객에 관한 실제 사례 세 개를 모으고 가설과 사실을 구분해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
81,문제 정의,다음 행동형,,,지금 해야 할 일은 불편이 반복되는 순간을 한 문장으로 정리한 뒤 손실되는 시간을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
82,문제 정의,다음 행동형,,,지금 해야 할 일은 시간이나 비용이 낭비되는 과정을 한 문장으로 정리한 뒤 문제의 심각도을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
83,문제 정의,다음 행동형,,,지금 해야 할 일은 문제가 발생하는 구체적인 상황을 한 문장으로 정리한 뒤 추가로 지불하는 비용을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
84,문제 정의,다음 행동형,,,지금 해야 할 일은 기존 방식이 실패하는 지점을 한 문장으로 정리한 뒤 발생 빈도을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
85,문제 정의,다음 행동형,,,지금 해야 할 일은 고객이 포기하거나 우회하는 행동을 한 문장으로 정리한 뒤 실수나 실패의 빈도을 확인하는 것입니다.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
86,문제 정의,다음 행동형,,,문제 정의 초안을 완성하려면 먼저 반복적으로 불편을 겪는 사용자을 정의하고 가설과 사실을 구분해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
87,문제 정의,다음 행동형,,,문제 정의 초안을 완성하려면 먼저 문제를 가장 강하게 느끼는 사람을 정의하고 고객 인터뷰로 확인하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
88,문제 정의,다음 행동형,,,문제 정의 초안을 완성하려면 먼저 현재 대안을 사용 중인 고객을 정의하고 실제 사례를 수집하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
89,문제 정의,다음 행동형,,,문제 정의 초안을 완성하려면 먼저 핵심 고객을 정의하고 한 문장으로 좁혀 쓰세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
90,문제 정의,다음 행동형,,,문제 정의 초안을 완성하려면 먼저 초기 고객을 정의하고 관찰 가능한 행동으로 표현하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
91,문제 정의,다음 행동형,,,오늘은 실수나 실패의 빈도을 계산할 수 있는 자료를 찾은 뒤 실제 사례를 수집하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
92,문제 정의,다음 행동형,,,오늘은 손실되는 시간을 계산할 수 있는 자료를 찾은 뒤 한 문장으로 좁혀 쓰세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
93,문제 정의,다음 행동형,,,오늘은 문제의 심각도을 계산할 수 있는 자료를 찾은 뒤 관찰 가능한 행동으로 표현하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
94,문제 정의,다음 행동형,,,오늘은 추가로 지불하는 비용을 계산할 수 있는 자료를 찾은 뒤 가설과 사실을 구분해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
95,문제 정의,다음 행동형,,,오늘은 발생 빈도을 계산할 수 있는 자료를 찾은 뒤 고객 인터뷰로 확인하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
96,문제 정의,다음 행동형,,,다음 단계로 넘어가기 전에 고객이 포기하거나 우회하는 행동이 사실인지 확인하고 관찰 가능한 행동으로 표현하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
97,문제 정의,다음 행동형,,,다음 단계로 넘어가기 전에 불편이 반복되는 순간이 사실인지 확인하고 가설과 사실을 구분해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
98,문제 정의,다음 행동형,,,다음 단계로 넘어가기 전에 시간이나 비용이 낭비되는 과정이 사실인지 확인하고 고객 인터뷰로 확인하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
99,문제 정의,다음 행동형,,,다음 단계로 넘어가기 전에 문제가 발생하는 구체적인 상황이 사실인지 확인하고 실제 사례를 수집하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
100,문제 정의,다음 행동형,,,다음 단계로 넘어가기 전에 기존 방식이 실패하는 지점이 사실인지 확인하고 한 문장으로 좁혀 쓰세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
101,문제 정의,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 핵심 고객을 구체적으로 지정하고 고객 인터뷰로 확인하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
102,문제 정의,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 초기 고객을 구체적으로 지정하고 실제 사례를 수집하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
103,문제 정의,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 반복적으로 불편을 겪는 사용자을 구체적으로 지정하고 한 문장으로 좁혀 쓰세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
104,문제 정의,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 문제를 가장 강하게 느끼는 사람을 구체적으로 지정하고 관찰 가능한 행동으로 표현하세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
105,문제 정의,교정형,,,'누구나 사용할 수 있습니다'라는 표현보다 현재 대안을 사용 중인 고객을 구체적으로 지정하고 가설과 사실을 구분해 적으세요,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
106,문제 정의,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 불편이 반복되는 순간을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
107,문제 정의,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 시간이나 비용이 낭비되는 과정을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
108,문제 정의,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 문제가 발생하는 구체적인 상황을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
109,문제 정의,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 기존 방식이 실패하는 지점을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
110,문제 정의,교정형,,,'경쟁사가 없습니다'라고 쓰기보다 고객이 포기하거나 우회하는 행동을 기준으로 현재 대안을 찾아보세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
111,문제 정의,교정형,,,'시장이 큽니다'라는 주장 대신 추가로 지불하는 비용의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
112,문제 정의,교정형,,,'시장이 큽니다'라는 주장 대신 발생 빈도의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
113,문제 정의,교정형,,,'시장이 큽니다'라는 주장 대신 실수나 실패의 빈도의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
114,문제 정의,교정형,,,'시장이 큽니다'라는 주장 대신 손실되는 시간의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
115,문제 정의,교정형,,,'시장이 큽니다'라는 주장 대신 문제의 심각도의 계산 과정과 가정을 제시하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
116,문제 정의,교정형,,,'기능이 많습니다'라는 설명보다 문제를 가장 강하게 느끼는 사람이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
117,문제 정의,교정형,,,'기능이 많습니다'라는 설명보다 현재 대안을 사용 중인 고객이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
118,문제 정의,교정형,,,'기능이 많습니다'라는 설명보다 핵심 고객이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
119,문제 정의,교정형,,,'기능이 많습니다'라는 설명보다 초기 고객이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
120,문제 정의,교정형,,,'기능이 많습니다'라는 설명보다 반복적으로 불편을 겪는 사용자이 얻는 변화를 중심으로 다시 쓰세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
121,문제 정의,교정형,,,막연한 기대를 적기보다 고객이 포기하거나 우회하는 행동을 관찰 가능한 행동과 문제의 심각도으로 바꿔 표현하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
122,문제 정의,교정형,,,막연한 기대를 적기보다 불편이 반복되는 순간을 관찰 가능한 행동과 추가로 지불하는 비용으로 바꿔 표현하세요.,초기 합성 데이터: IR 8단계와 5개 문장 유형을 균형 구성,,3,initial synthetic
